1	2	0.0192000000000000	0.0575000000000000	0.0528000000000000	0	0	0	0	0	1	-360	360
1	3	0.0452000000000000	0.165200000000000	0.0408000000000000	0	0	0	0	0	1	-360	360
2	4	0.0570000000000000	0.173700000000000	0.0368000000000000	0	0	0	0	0	1	-360	360
3	4	0.0132000000000000	0.0379000000000000	0.00840000000000000	0	0	0	0	0	1	-360	360
2	5	0.0472000000000000	0.198300000000000	0.0418000000000000	0	0	0	0	0	1	-360	360
2	6	0.0581000000000000	0.176300000000000	0.0374000000000000	0	0	0	0	0	1	-360	360
4	6	0.0119000000000000	0.0414000000000000	0.00900000000000000	0	0	0	0	0	1	-360	360
5	7	0.0460000000000000	0.116000000000000	0.0204000000000000	0	0	0	0	0	1	-360	360
6	7	0.0267000000000000	0.0820000000000000	0.0170000000000000	0	0	0	0	0	1	-360	360
6	8	0.0120000000000000	0.0420000000000000	0.00900000000000000	0	0	0	0	0	1	-360	360
6	9	0	0.208000000000000	0	0	0	0	0.978000000000000	0	1	-360	360
6	10	0	0.556000000000000	0	0	0	0	0.969000000000000	0	1	-360	360
9	11	0	0.208000000000000	0	0	0	0	0	0	1	-360	360
9	10	0	0.110000000000000	0	0	0	0	0	0	1	-360	360
4	12	0	0.256000000000000	0	0	0	0	0.932000000000000	0	1	-360	360
12	13	0	0.140000000000000	0	0	0	0	0	0	1	-360	360
12	14	0.123100000000000	0.255900000000000	0	0	0	0	0	0	1	-360	360
12	15	0.0662000000000000	0.130400000000000	0	0	0	0	0	0	1	-360	360
12	16	0.0945000000000000	0.198700000000000	0	0	0	0	0	0	1	-360	360
14	15	0.221000000000000	0.199700000000000	0	0	0	0	0	0	1	-360	360
16	17	0.0524000000000000	0.192300000000000	0	0	0	0	0	0	1	-360	360
15	18	0.107300000000000	0.218500000000000	0	0	0	0	0	0	1	-360	360
18	19	0.0639000000000000	0.129200000000000	0	0	0	0	0	0	1	-360	360
19	20	0.0340000000000000	0.0680000000000000	0	0	0	0	0	0	1	-360	360
10	20	0.0936000000000000	0.209000000000000	0	0	0	0	0	0	1	-360	360
10	17	0.0324000000000000	0.0845000000000000	0	0	0	0	0	0	1	-360	360
10	21	0.0348000000000000	0.0749000000000000	0	0	0	0	0	0	1	-360	360
10	22	0.0727000000000000	0.149900000000000	0	0	0	0	0	0	1	-360	360
21	22	0.0116000000000000	0.0236000000000000	0	0	0	0	0	0	1	-360	360
15	23	0.100000000000000	0.202000000000000	0	0	0	0	0	0	1	-360	360
22	24	0.115000000000000	0.179000000000000	0	0	0	0	0	0	1	-360	360
23	24	0.132000000000000	0.270000000000000	0	0	0	0	0	0	1	-360	360
24	25	0.188500000000000	0.329200000000000	0	0	0	0	0	0	1	-360	360
25	26	0.254400000000000	0.380000000000000	0	0	0	0	0	0	1	-360	360
25	27	0.109300000000000	0.208700000000000	0	0	0	0	0	0	1	-360	360
28	27	0	0.396000000000000	0	0	0	0	0.968000000000000	0	1	-360	360
27	29	0.219800000000000	0.415300000000000	0	0	0	0	0	0	1	-360	360
27	30	0.320200000000000	0.602700000000000	0	0	0	0	0	0	1	-360	360
29	30	0.239900000000000	0.453300000000000	0	0	0	0	0	0	1	-360	360
8	28	0.0636000000000000	0.200000000000000	0.0428000000000000	0	0	0	0	0	1	-360	360
6	28	0.0169000000000000	0.0599000000000000	0.0130000000000000	0	0	0	0	0	1	-360	360
