2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0222222222000000	20	0
2	0	0	3	0.117647059000000	20	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0454545455000000	20	0
2	0	0	3	0.0318471338000000	20	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	1.42857143000000	20	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.526315789000000	20	0
2	0	0	3	0.0490196078000000	20	0
2	0	0	3	0.208333333000000	20	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0645161290000000	20	0
2	0	0	3	0.0625000000000000	20	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0255754476000000	20	0
2	0	0	3	0.0255102041000000	20	0
2	0	0	3	0.0193648335000000	20	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0209643606000000	20	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	2.50000000000000	20	0
2	0	0	3	0.0164744646000000	20	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0396825397000000	20	0
2	0	0	3	0.250000000000000	20	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.277777778000000	20	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
2	0	0	3	0.0100000000000000	40	0
