1	0	0	15	-5	0.955000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	300	-300	0.998000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	50	-13	0.990000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	300	-300	1.01500000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
10	450	0	200	-147	1.05000000000000	100	1	550	0	0	0	0	0	0	0	0	0	0	0	0
12	85	0	120	-35	0.990000000000000	100	1	185	0	0	0	0	0	0	0	0	0	0	0	0
15	0	0	30	-10	0.970000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
18	0	0	50	-16	0.973000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
19	0	0	24	-8	0.962000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
24	0	0	300	-300	0.992000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
25	220	0	140	-47	1.05000000000000	100	1	320	0	0	0	0	0	0	0	0	0	0	0	0
26	314	0	1000	-1000	1.01500000000000	100	1	414	0	0	0	0	0	0	0	0	0	0	0	0
27	0	0	300	-300	0.968000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
31	7	0	300	-300	0.967000000000000	100	1	107	0	0	0	0	0	0	0	0	0	0	0	0
32	0	0	42	-14	0.963000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
34	0	0	24	-8	0.984000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
36	0	0	24	-8	0.980000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
40	0	0	300	-300	0.970000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
42	0	0	300	-300	0.985000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
46	19	0	100	-100	1.00500000000000	100	1	119	0	0	0	0	0	0	0	0	0	0	0	0
49	204	0	210	-85	1.02500000000000	100	1	304	0	0	0	0	0	0	0	0	0	0	0	0
54	48	0	300	-300	0.955000000000000	100	1	148	0	0	0	0	0	0	0	0	0	0	0	0
55	0	0	23	-8	0.952000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
56	0	0	15	-8	0.954000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
59	155	0	180	-60	0.985000000000000	100	1	255	0	0	0	0	0	0	0	0	0	0	0	0
61	160	0	300	-100	0.995000000000000	100	1	260	0	0	0	0	0	0	0	0	0	0	0	0
62	0	0	20	-20	0.998000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
65	391	0	200	-67	1.00500000000000	100	1	491	0	0	0	0	0	0	0	0	0	0	0	0
66	392	0	200	-67	1.05000000000000	100	1	492	0	0	0	0	0	0	0	0	0	0	0	0
69	516.400000000000	0	300	-300	1.03500000000000	100	1	805.200000000000	0	0	0	0	0	0	0	0	0	0	0	0
70	0	0	32	-10	0.984000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
72	0	0	100	-100	0.980000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
73	0	0	100	-100	0.991000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
74	0	0	9	-6	0.958000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
76	0	0	23	-8	0.943000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
77	0	0	70	-20	1.00600000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
80	477	0	280	-165	1.04000000000000	100	1	577	0	0	0	0	0	0	0	0	0	0	0	0
85	0	0	23	-8	0.985000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
87	4	0	1000	-100	1.01500000000000	100	1	104	0	0	0	0	0	0	0	0	0	0	0	0
89	607	0	300	-210	1.00500000000000	100	1	707	0	0	0	0	0	0	0	0	0	0	0	0
90	0	0	300	-300	0.985000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
91	0	0	100	-100	0.980000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
92	0	0	9	-3	0.990000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
99	0	0	100	-100	1.01000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
100	252	0	155	-50	1.01700000000000	100	1	352	0	0	0	0	0	0	0	0	0	0	0	0
103	40	0	40	-15	1.01000000000000	100	1	140	0	0	0	0	0	0	0	0	0	0	0	0
104	0	0	23	-8	0.971000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
105	0	0	23	-8	0.965000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
107	0	0	200	-200	0.952000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
110	0	0	23	-8	0.973000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
111	36	0	1000	-100	0.980000000000000	100	1	136	0	0	0	0	0	0	0	0	0	0	0	0
112	0	0	1000	-100	0.975000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
113	0	0	200	-100	0.993000000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
116	0	0	1000	-1000	1.00500000000000	100	1	100	0	0	0	0	0	0	0	0	0	0	0	0
