1	3	0	0	0	0	1	1.06000000000000	0	132	1	1.06000000000000	0.940000000000000
2	2	21.7000000000000	12.7000000000000	0	0	1	1.04300000000000	-5.48000000000000	132	1	1.06000000000000	0.940000000000000
3	1	2.40000000000000	1.20000000000000	0	0	1	1.02100000000000	-7.96000000000000	132	1	1.06000000000000	0.940000000000000
4	1	7.60000000000000	1.60000000000000	0	0	1	1.01200000000000	-9.62000000000000	132	1	1.06000000000000	0.940000000000000
5	2	94.2000000000000	19	0	0	1	1.01000000000000	-14.3700000000000	132	1	1.06000000000000	0.940000000000000
6	1	0	0	0	0	1	1.01000000000000	-11.3400000000000	132	1	1.06000000000000	0.940000000000000
7	1	22.8000000000000	10.9000000000000	0	0	1	1.00200000000000	-13.1200000000000	132	1	1.06000000000000	0.940000000000000
8	2	30	30	0	0	1	1.01000000000000	-12.1000000000000	132	1	1.06000000000000	0.940000000000000
9	1	0	0	0	0	1	1.05100000000000	-14.3800000000000	1	1	1.06000000000000	0.940000000000000
10	1	5.80000000000000	2	0	19	1	1.04500000000000	-15.9700000000000	33	1	1.06000000000000	0.940000000000000
11	2	0	0	0	0	1	1.08200000000000	-14.3900000000000	11	1	1.06000000000000	0.940000000000000
12	1	11.2000000000000	7.50000000000000	0	0	1	1.05700000000000	-15.2400000000000	33	1	1.06000000000000	0.940000000000000
13	2	0	0	0	0	1	1.07100000000000	-15.2400000000000	11	1	1.06000000000000	0.940000000000000
14	1	6.20000000000000	1.60000000000000	0	0	1	1.04200000000000	-16.1300000000000	33	1	1.06000000000000	0.940000000000000
15	1	8.20000000000000	2.50000000000000	0	0	1	1.03800000000000	-16.2200000000000	33	1	1.06000000000000	0.940000000000000
16	1	3.50000000000000	1.80000000000000	0	0	1	1.04500000000000	-15.8300000000000	33	1	1.06000000000000	0.940000000000000
17	1	9	5.80000000000000	0	0	1	1.04000000000000	-16.1400000000000	33	1	1.06000000000000	0.940000000000000
18	1	3.20000000000000	0.900000000000000	0	0	1	1.02800000000000	-16.8200000000000	33	1	1.06000000000000	0.940000000000000
19	1	9.50000000000000	3.40000000000000	0	0	1	1.02600000000000	-17	33	1	1.06000000000000	0.940000000000000
20	1	2.20000000000000	0.700000000000000	0	0	1	1.03000000000000	-16.8000000000000	33	1	1.06000000000000	0.940000000000000
21	1	17.5000000000000	11.2000000000000	0	0	1	1.03300000000000	-16.4200000000000	33	1	1.06000000000000	0.940000000000000
22	1	0	0	0	0	1	1.03300000000000	-16.4100000000000	33	1	1.06000000000000	0.940000000000000
23	1	3.20000000000000	1.60000000000000	0	0	1	1.02700000000000	-16.6100000000000	33	1	1.06000000000000	0.940000000000000
24	1	8.70000000000000	6.70000000000000	0	4.30000000000000	1	1.02100000000000	-16.7800000000000	33	1	1.06000000000000	0.940000000000000
25	1	0	0	0	0	1	1.01700000000000	-16.3500000000000	33	1	1.06000000000000	0.940000000000000
26	1	3.50000000000000	2.30000000000000	0	0	1	1	-16.7700000000000	33	1	1.06000000000000	0.940000000000000
27	1	0	0	0	0	1	1.02300000000000	-15.8200000000000	33	1	1.06000000000000	0.940000000000000
28	1	0	0	0	0	1	1.00700000000000	-11.9700000000000	132	1	1.06000000000000	0.940000000000000
29	1	2.40000000000000	0.900000000000000	0	0	1	1.00300000000000	-17.0600000000000	33	1	1.06000000000000	0.940000000000000
30	1	10.6000000000000	1.90000000000000	0	0	1	0.992000000000000	-17.9400000000000	33	1	1.06000000000000	0.940000000000000
